iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BLZ,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0.0825318,tonnes,,2023-10-06 14:56:33.428328,2023-11-03 16:28:29.468027
GRD,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GRD,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GRD,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
GRD,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
GRD,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
GIB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GIB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
GIB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
GIB,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
GUY,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GRL,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
GRL,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GRL,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,ch4,0,tonnes,,2023-10-06 14:56:33.428328,
GRL,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_20yr,0,tonnes,,2023-10-06 14:56:33.428328,
GRL,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2e_100yr,0,tonnes,,2023-10-06 14:56:33.428328,
HND,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,co2,0,tonnes,,2023-10-06 14:56:33.428328,
HND,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
GUF,2022-01-01 00:00:00,2022-12-31 00:00:00,other-fossil-fuel-operations,n2o,0,tonnes,,2023-10-06 14:56:33.428328,
